OID_;ID;x_coord;y_coord;xy_coord;RASTERVALU;b1_ms170_1;b2_ms170_1;b3_ms170_1;b4_ms170_1;b1_ms1707s1_interp;b2_ms1707s1_interp;b3_ms1707s1_interp;b4_ms1707s1_interp,,,,,,
454;454;30,074986106699999;-22,323388884400000;30.074986106666874 -22.32338888444467;377;377;349;362;507;379,7487183;352,4980774;369,2458496;509,9987183
455;455;30,074999995599999;-22,323388884400000;30.074999995555764 -22.32338888444467;390;390;365;386;533;391,7496643;368,7484131;392,7467957;534,7500000
456;456;30,075013884400001;-22,323388884400000;30.07501388444465 -22.32338888444467;405;405;385;414;562;406,2509460;387,7503052;419,7487183;563,7518921
457;457;30,091305551100000;-22,316597217799998;30.09130555111145 -22.31659721777795;444;444;438;489;693;429,2570496;421,2579956;468,2599182;668,7615356
458;458;30,091319439999999;-22,316597217799998;30.091319440000337 -22.31659721777795;429;429;424;477;680;419,7538452;413,2547913;465,0051270;659,7595825
459;459;30,091333328899999;-22,316597217799998;30.091333328889228 -22.31659721777795;411;411;407;464;652;408,2512817;403,0019226;460,0019226;642,7551270
460;460;30,091347217799999;-22,316597217799998;30.091347217778114 -22.31659721777795;398;398;395;457;633;406,2452087;403,2452087;467,7435913;641,2451782
461;461;30,091305551100000;-22,316611106700002;30.09130555111145 -22.316611106666837;422;422;410;449;645;412,7541504;399,5047913;436,0060730;629,5070190
462;462;30,091319439999999;-22,316611106700002;30.091319440000337 -22.316611106666837;422;422;413;458;657;414,2541504;403,7547913;447,5054321;639,99487
463;463;30,091333328899999;-22,316611106700002;30.091333328889228 -22.316611106666837;417;417;409;461;650;406,7573547;398,0079956;447,7596130;629,2644043
464;464;30,091347217799999;-22,316611106700002;30.091347217778114 -22.316611106666837;407;407;401;458;636;401,5047913;395,0051270;451,2560730;623,7595825
465;465;30,091305551100000;-22,316624995600002;30.09130555111145 -22.316624995555728;398;398;380;407;593;394,5015869;376,0019226;402,0022278;587,2525635
466;466;30,091319439999999;-22,316624995600002;30.091319440000337 -22.316624995555728;409;409;395;430;623;400,7554321;385,7560730;420,0067139;605,5111694
467;467;30,091333328899999;-22,316624995600002;30.091333328889228 -22.316624995555728;409;409;398;441;626;390,2637634;377,0153503;416,2682495;592,246582
468;468;30,091347217799999;-22,316624995600002;30.091347217778114 -22.316624995555728;394;394;384;431;605;378,2605591;366,7615051;410,2640686;576,2692261
469;469;30,091305551100000;-22,316638884400000;30.09130555111145 -22.316638884444615;378;378;355;371;548;384,2484131;362,4977722;382,4958496;560,4958496
470;470;30,091319439999999;-22,316638884400000;30.091319440000337 -22.316638884444615;393;393;374;400;585;383,2589722;364,2592773;390,7595825;567,5156860
471;471;30,091333328899999;-22,316638884400000;30.091333328889228 -22.316638884444615;392;392;376;409;588;361,7717590;343,7730408;372,2765503;537,361328
472;472;30,091347217799999;-22,316638884400000;30.091347217778114 -22.316638884444615;366;366;350;384;549;344,7621460;328,2624817;359,2640686;513,7701416
473;473;30,091305551100000;-22,316652773300000;30.09130555111145 -22.316652773333505;383;383;359;375;548;383,2525635;361,2515869;382,2490234;553,2512817
474;474;30,091319439999999;-22,316652773300000;30.091319440000337 -22.316652773333505;383;383;362;384;561;366,0134277;345,5131226;368,7631226;534,211182
475;475;30,091333328899999;-22,316652773300000;30.091333328889228 -22.316652773333505;365;365;345;370;536;331,0227051;310,5233459;332,0259094;482,364685
476;476;30,091347217799999;-22,316652773300000;30.091347217778114 -22.316652773333505;324;324;304;326;475;313,7547913;295,0035095;318,7519226;459,2567139
477;477;30,092972217800000;-22,315944439999999;30.09297221777813 -22.315944440000166;354;354;347;376;546;338,7608643;329,0127869;353,0159912;517,2701416
478;478;30,092986106700000;-22,315944439999999;30.09298610666702 -22.315944440000166;339;339;331;356;523;321,0127869;310,0147095;331,0179138;489,2736816
479;479;30,092999995600000;-22,315944439999999;30.092999995555907 -22.315944440000166;326;326;317;342;502;310,5099182;298,7615051;319,0144043;471,7691956
480;480;30,092972217800000;-22,315958328899999;30.09297221777813 -22.315958328889057;342;342;331;354;517;335,7525635;323,2532043;344,0044861;503,5060730
481;481;30,092986106700000;-22,315958328899999;30.09298610666702 -22.315958328889057;320;320;307;326;483;316,7519226;303,0025635;320,2535095;473,7557678
482;482;30,092999995600000;-22,315958328899999;30.092999995555907 -22.315958328889057;299;299;285;300;449;304,2467957;289,7471313;305,7464905;453,4971313
483;483;30,092972217800000;-22,315972217799999;30.09297221777813 -22.315972217777944;347;347;334;356;516;357,2403870;344,4900818;369,2375183;529,4865723
484;484;30,092986106700000;-22,315972217799999;30.09298610666702 -22.315972217777944;334;334;321;340;498;345,2429504;332,2426453;354,7407227;511,7410278
485;485;30,092999995600000;-22,315972217799999;30.092999995555907 -22.315972217777944;314;314;299;315;465;330,9900818;316,9897461;337,7368774;489,2362366
486;486;30,066111106699999;-22,331486106700002;30.066111106666803 -22.331486106666958;374;374;343;356;452;373,4993591;340,7503357;349,2528687;445,5025635
487;487;30,066097217799999;-22,331499995600002;30.066097217777916 -22.331499995555845;357;357;327;338;427;357,4980774;325,4990540;332,5012817;422,6409
488;488;30,066111106699999;-22,331499995600002;30.066111106666803 -22.331499995555845;365;365;332;339;432;370,4958496;336,7464905;341,4977722;435,4971313
489;489;30,066083328900000;-22,331513884400000;30.066083328889025 -22.331513884444735;338;338;308;317;401;340,2490540;308,7500000;315,0019226;398,7522278
490;490;30,066097217799999;-22,331513884400000;30.066097217777916 -22.331513884444735;345;345;313;319;404;353,2439270;320,4942322;324,2455139;411,2442322
491;491;30,066111106699999;-22,331513884400000;30.066111106666803 -22.331513884444735;363;363;330;334;425;371,2445679;337,2452087;339,4964905;431,7455139
492;492;30,066124995599999;-22,331513884400000;30.066124995555693 -22.331513884444735;378;378;343;346;441;383,2452087;347,2458496;346,2480774;442,2471313
493;493;30,066097217799999;-22,331527773299999;30.066097217777916 -22.331527773333626;341;341;308;311;394;352,4926453;319,2429504;321,2435913;408,2410278
494;494;30,066111106699999;-22,331527773299999;30.066111106666803 -22.331527773333626;364;364;331;333;422;370,7464905;336,4971313;336,4987183;428,4971313
495;495;30,066124995599999;-22,331527773299999;30.066124995555693 -22.331527773333626;380;380;345;345;439;384,2471313;347,9980774;344,7500000;440,7487183
496;496;30,066138884400001;-22,331527773299999;30.06613888444458 -22.331527773333626;393;393;356;352;450;396,2467957;358,7467957;353,9971313;454,2455139
497;497;30,066152773300001;-22,331527773299999;30.06615277333347 -22.331527773333626;400;400;362;358;460;400,9984131;363,2484131;359,4980774;463,4967957
498;498;30,066111106699999;-22,331541662199999;30.066111106666803 -22.331541662222513;364;364;330;331;422;365,9996643;330,7506409;330,0019226;423,2509460
499;499;30,066124995599999;-22,331541662199999;30.066124995555693 -22.331541662222513;375;375;340;337;431;376,0000000;339,0009460;334,0025635;429,7515869
500;500;30,066138884400001;-22,331541662199999;30.06613888444458 -22.331541662222513;389;389;351;345;443;389,9987183;352,2487183;346,2484131;446,2471313
501;501;30,066152773300001;-22,331541662199999;30.06615277333347 -22.331541662222513;403;403;366;361;464;400,0012817;362,2515869;358,2509460;462,2503357
502;502;30,066124995599999;-22,331555551099999;30.066124995555693 -22.331555551111403;365;365;328;325;419;361,5019226;323,7525635;316,7547913;411,5044861
503;503;30,066138884400001;-22,331555551099999;30.06613888444458 -22.331555551111403;375;375;337;329;426;376,2490540;337,7493591;329,9993591;428,4984131
504;504;30,066152773300001;-22,331555551099999;30.06615277333347 -22.331555551111403;393;393;355;350;452;389,2519226;350,5025635;345,5022278;447,7522278
505;505;30,096874995600000;-22,336263884400001;30.09687499555594 -22.336263884444772;404;404;382;399;517;395,7557678;372,2567139;386,7583313;500,115051
506;506;30,096888884399998;-22,336263884400001;30.096888884444827 -22.336263884444772;392;392;369;386;500;387,2506409;363,2509766;378,5012817;489,7522278
507;507;30,096902773299998;-22,336263884400001;30.096902773333717 -22.336263884444772;381;381;357;373;485;387,7445679;363,9942322;381,7426453;494,2420044
508;508;30,096916662200002;-22,336263884400001;30.096916662222604 -22.336263884444772;382;382;358;376;489;394,4961548;371,4958496;393,7439270;508,7439270
509;509;30,096874995600000;-22,336277773300001;30.09687499555594 -22.336277773333663;401;401;377;389;502;386,7596130;361,5105591;370,0127869;477,166321
510;510;30,096888884399998;-22,336277773300001;30.096888884444827 -22.336277773333663;386;386;361;373;481;382,5009460;357,2509460;368,5009460;474,7519226
511;511;30,096902773299998;-22,336277773300001;30.096902773333717 -22.336277773333663;390;390;366;382;493;390,9990540;366,7493591;383,7484131;493,2493591
512;512;30,096916662200002;-22,336277773300001;30.096916662222604 -22.336277773333663;398;398;375;396;510;390,7564087;366,7570496;387,5076904;497,5105591
513;513;30,096874995600000;-22,336291662200001;30.09687499555594 -22.33629166222255;389;389;364;369;475;371,0115051;343,5131226;344,7653503;443,5198364
514;514;30,096888884399998;-22,336291662200001;30.096888884444827 -22.33629166222255;371;371;344;349;450;368,7509460;341,2512817;346,7506409;445,2522278
515;515;30,096902773299998;-22,336291662200001;30.096902773333717 -22.33629166222255;383;383;358;370;475;381,2506409;355,2509460;368,5000000;471,2509460
516;516;30,096916662200002;-22,336291662200001;30.096916662222604 -22.33629166222255;393;393;368;387;495;379,2589722;353,5096130;370,5108643;473,7640686
517;517;30,096874995600000;-22,336305551100001;30.09687499555594 -22.33630555111144;371;371;343;340;436;361,0051270;331,2560730;327,5060730;419,5083313
518;518;30,096888884399998;-22,336305551100001;30.096888884444827 -22.33630555111144;353;353;323;321;413;363,2423096;334,2413635;336,4884949;429,9868774
519;519;30,096902773299998;-22,336305551100001;30.096902773333717 -22.33630555111144;368;368;340;347;443;380,2413635;353,4907227;365,2372131;464,4852905
520;520;30,096916662200002;-22,336305551100001;30.096916662222604 -22.33630555111144;381;381;355;370;472;379,7509460;353,5009460;370,2496948;470,2509460
521;521;30,096874995600000;-22,336319440000000;30.09687499555594 -22.33631944000033;365;365;335;328;419;359,5019226;329,0019226;323,2509460;412,19226
522;522;30,096888884399998;-22,336319440000000;30.096888884444827 -22.33631944000033;355;355;324;321;410;367,4923096;338,7410278;340,4878540;432,7359314
523;523;30,096902773299998;-22,336319440000000;30.096902773333717 -22.33631944000033;377;377;350;357;454;386,4942322;359,9939270;372,2407227;470,7397461
524;524;30,096916662200002;-22,336319440000000;30.096916662222604 -22.33631944000033;395;395;369;387;489;388,0035095;362,2532043;380,7525635;480,2538452
525;525;30,103277773300000;-22,351069440000000;30.10327777333377 -22.351069440000447;392;392;373;329;687;397,2464905;378,4961548;341,2416687;686,7493896
526;526;30,103291662200000;-22,351069440000000;30.103291662222656 -22.351069440000447;415;415;396;362;706;405,0041504;385,7541504;354,5015869;682,7608643
527;527;30,103305551100000;-22,351069440000000;30.103305551111546 -22.351069440000447;400;400;379;344;664;380,5099182;357,7605591;323,5096130;628,182495
528;528;30,103319440000000;-22,351069440000000;30.103319440000433 -22.351069440000447;351;351;323;279;569;333,7589722;306,2583313;261,7579956;541,7634277
529;529;30,103277773300000;-22,351083328900000;30.10327777333377 -22.351083328889338;379;379;360;319;665;382,4971313;363,4967957;328,2429504;662,3052
530;530;30,103291662200000;-22,351083328900000;30.103291662222656 -22.351083328889338;403;403;385;355;689;401,4967957;383,7461548;357,9923096;679,2490234
531;531;30,103305551100000;-22,351083328900000;30.103305551111546 -22.351083328889338;402;402;383;357;672;396,9993591;378,2487183;354,9958496;660,2506714
532;532;30,103319440000000;-22,351083328900000;30.103319440000433 -22.351083328889338;369;369;346;314;607;368,4971313;347,2458496;318,2432861;607,2442627
533;533;30,103277773300000;-22,351097217800000;30.10327777333377 -22.351097217778225;360;360;339;298;630;375,2397766;355,2391357;322,2340088;645,7388306
534;534;30,103291662200000;-22,351097217800000;30.103291662222656 -22.351097217778225;388;388;370;341;664;404,7378540;387,7368774;366,9811096;683,4843140
535;535;30,103305551100000;-22,351097217800000;30.103305551111546 -22.351097217778225;413;413;397;379;692;418,2445679;402,4942322;388,9910278;697,2429810
536;536;30,103319440000000;-22,351097217800000;30.103319440000433 -22.351097217778225;404;404;387;370;670;405,9974365;389,2471313;373,9955139;673,2455444
537;537;30,103277773300000;-22,351111106699999;30.10327777333377 -22.351111106667116;361;361;339;302;624;385,7346497;365,7333679;338,2272949;656,7291870
538;538;30,103291662200000;-22,351111106699999;30.103291662222656 -22.351111106667116;392;392;373;348;665;416,2352905;399,7336731;384,7276001;699,4788818
539;539;30,103305551100000;-22,351111106699999;30.103305551111546 -22.351111106667116;426;426;411;400;713;432,9961548;418,7455139;411,7429504;721,9945679
540;540;30,103319440000000;-22,351111106699999;30.103319440000433 -22.351111106667116;430;430;415;407;714;425,5025635;411,0022278;403,7515869;708,2528687
541;541;30,103374995599999;-22,351152773300001;30.103374995555992 -22.35115277333378;425;425;412;405;724;421,7515869;406,5028687;395,0054321;715,5051270
542;542;30,103388884400001;-22,351152773300001;30.10338888444488 -22.35115277333378;433;433;419;410;741;427,0038452;411,5047913;397,2579956;727,2592773
543;543;30,103402773300001;-22,351152773300001;30.10340277333377 -22.35115277333378;434;434;420;406;748;416,7640686;400,0159912;379,0207825;714,268555
544;544;30,103416662200001;-22,351152773300001;30.103416662222656 -22.35115277333378;422;422;406;384;732;392,5195312;373,0217590;342,5275269;677,7858276
545;545;30,103430551100001;-22,351152773300001;30.103430551111547 -22.35115277333378;397;397;378;347;695;366,7666321;344,5185547;304,5233459;638,5310669
546;546;30,103374995599999;-22,351166662200001;30.103374995555992 -22.35116666222267;409;409;392;377;689;407,0006409;388,2515869;370,2532043;681,5041504
547;547;30,103388884400001;-22,351166662200001;30.10338888444488 -22.35116666222267;420;420;403;388;708;414,2535095;396,0041504;376,7567139;693,7592773
548;548;30,103402773300001;-22,351166662200001;30.10340277333377 -22.35116666222267;421;421;404;385;712;396,5176086;376,5198364;349,7752686;665,5335693
549;549;30,103416662200001;-22,351166662200001;30.103416662222656 -22.35116666222267;390;390;370;341;664;363,0176086;339,7695312;302,2746277;613,329590
550;550;30,103430551100001;-22,351166662200001;30.103430551111547 -22.35116666222267;361;361;338;298;620;343,7586365;318,7596130;274,0121460;587,162964
551;551;30,103374995599999;-22,351180551100001;30.103374995555992 -22.351180551111558;392;392;371;349;653;392,7496948;370,5003052;346,0019226;648,2535400
552;552;30,103388884400001;-22,351180551100001;30.10338888444488 -22.351180551111558;407;407;387;367;676;401,0038452;380,0044861;355,5070496;659,7608643
553;553;30,103402773300001;-22,351180551100001;30.10340277333377 -22.351180551111558;409;409;390;367;679;380,7679138;358,0201721;326,5252686;624,2852173
554;554;30,103416662200001;-22,351180551100001;30.103416662222656 -22.351180551111558;366;366;342;306;607;345,0127869;319,0140686;277,0179138;566,5249634
555;555;30,103430551100001;-22,351180551100001;30.103430551111547 -22.351180551111558;335;335;309;264;561;330,0032043;303,2535095;255,5051270;550,5057373
556;556;30,103374995599999;-22,351194440000000;30.103374995555992 -22.351194440000448;379;379;354;325;622;381,0000000;356,0000000;326,2506409;619,7538452
557;557;30,103388884400001;-22,351194440000000;30.10338888444488 -22.351194440000448;393;393;370;343;642;386,0051270;362,5054321;333,0070496;624,2624512
558;558;30,103402773300001;-22,351194440000000;30.10340277333377 -22.351194440000448;395;395;373;345;642;371,2612000;347,0121765;313,2647095;596,230713
559;559;30,103416662200001;-22,351194440000000;30.103416662222656 -22.351194440000448;353;353;327;288;569;344,2547913;318,0047913;276,7557678;552,2589722
560;560;30,103430551100001;-22,351194440000000;30.103430551111547 -22.351194440000448;326;326;298;250;529;326,0035095;299,0032043;251,5038300;533,2528687
